1.235759, 1.609691, 1.200000
1.198683, 1.612810, 1.200000
1.129754, 1.619588, 1.200000
1.030913, 1.628692, 1.200000
0.907248, 1.641159, 1.200000
0.775299, 1.634339, 1.200000
0.626549, 1.633660, 1.200000
0.495988, 1.634925, 1.200000
0.363432, 1.617945, 1.200000
0.251268, 1.613662, 1.200000
0.136898, 1.609555, 1.200000
0.013673, 1.591146, 1.200000
-0.094008, 1.542258, 1.200000
-0.201877, 1.475064, 1.200000
-0.299942, 1.392990, 1.200000
-0.397844, 1.290894, 1.200000
-0.495803, 1.220441, 1.200000
-0.599240, 1.145861, 1.200000
-0.694321, 1.069862, 1.200000
-0.774754, 0.947713, 1.200000
-0.847207, 0.838567, 1.200000
-0.931170, 0.737625, 1.200000
-1.014338, 0.636025, 1.200000
-1.098272, 0.533240, 1.200000
-1.153725, 0.402403, 1.200000
-1.181898, 0.261760, 1.200000
-1.187842, 0.125954, 1.200000
-1.174577, -0.008689, 1.200000
-1.179208, -0.143583, 1.200000
-1.165689, -0.278104, 1.200000
-1.113315, -0.416528, 1.200000
-1.037326, -0.546009, 1.200000
-0.939714, -0.663001, 1.200000
-0.815903, -0.766916, 1.200000
-0.682472, -0.844185, 1.200000
-0.542092, -0.896162, 1.200000
-0.400363, -0.925645, 1.200000
-0.263191, -0.933425, 1.200000
-0.129050, -0.922911, 1.200000
0.001499, -0.892946, 1.200000
0.161733, -0.857318, 1.200000
0.297464, -0.843343, 1.200000
0.462081, -0.812950, 1.200000
0.605630, -0.733771, 1.200000
0.749786, -0.619384, 1.200000
0.878342, -0.541284, 1.200000
1.025063, -0.487605, 1.200000
1.187015, -0.459452, 1.200000
1.333609, -0.412972, 1.200000
1.471448, -0.368027, 1.200000
1.619792, -0.320149, 1.200000
1.776776, -0.312134, 1.200000
1.934674, -0.337380, 1.200000
2.096152, -0.363701, 1.200000
2.261611, -0.381878, 1.200000
2.411427, -0.425283, 1.200000
2.575917, -0.440956, 1.200000
2.756551, -0.395318, 1.200000
2.903341, -0.325989, 1.200000
3.042430, -0.225636, 1.200000
3.152769, -0.129930, 1.200000
3.283296, -0.036146, 1.200000
3.390881, 0.118769, 1.200000
3.460013, 0.288027, 1.200000
3.491511, 0.468504, 1.200000
3.487808, 0.641636, 1.200000
3.446584, 0.818670, 1.200000
3.396811, 0.983228, 1.200000
3.336562, 1.143052, 1.200000
3.218535, 1.297142, 1.200000
3.092356, 1.406445, 1.200000
2.938775, 1.495607, 1.200000
2.771726, 1.559915, 1.200000
2.616297, 1.642640, 1.200000
2.459298, 1.682059, 1.200000
2.292815, 1.680390, 1.200000
2.135139, 1.648452, 1.200000
1.994491, 1.595348, 1.200000
1.858757, 1.539341, 1.200000
1.719069, 1.511040, 1.200000
1.577938, 1.520163, 1.200000
1.443602, 1.508261, 1.200000
1.332445, 1.497816, 1.200000
1.239047, 1.487519, 1.200000
1.163173, 1.479539, 1.200000
1.105883, 1.473472, 1.200000
1.056907, 1.468637, 1.200000
