1.747946, 1.298998, 1.200000
1.713024, 1.299235, 1.200000
1.673629, 1.299932, 1.200000
1.582745, 1.300523, 1.200000
1.469060, 1.300434, 1.200000
1.332054, 1.301754, 1.200000
1.181214, 1.301337, 1.200000
1.001894, 1.300328, 1.200000
0.850372, 1.297997, 1.200000
0.706342, 1.295703, 1.200000
0.552179, 1.291720, 1.200000
0.381055, 1.287586, 1.200000
0.215650, 1.281440, 1.200000
0.059348, 1.265940, 1.200000
-0.087761, 1.215173, 1.200000
-0.224055, 1.145176, 1.200000
-0.354439, 1.053720, 1.200000
-0.465244, 0.951081, 1.200000
-0.574615, 0.806853, 1.200000
-0.636119, 0.678136, 1.200000
-0.678523, 0.535127, 1.200000
-0.697311, 0.387340, 1.200000
-0.688098, 0.216238, 1.200000
-0.649976, 0.057860, 1.200000
-0.595476, -0.070563, 1.200000
-0.522398, -0.188601, 1.200000
-0.397192, -0.326257, 1.200000
-0.267102, -0.423738, 1.200000
-0.151534, -0.484602, 1.200000
-0.021596, -0.529587, 1.200000
0.119953, -0.555051, 1.200000
0.257175, -0.557503, 1.200000
0.376840, -0.571733, 1.200000
0.513382, -0.596187, 1.200000
0.636899, -0.617817, 1.200000
0.741820, -0.634220, 1.200000
0.872732, -0.615727, 1.200000
1.003565, -0.610156, 1.200000
1.129497, -0.611405, 1.200000
1.255455, -0.611937, 1.200000
1.381068, -0.611878, 1.200000
1.515761, -0.605623, 1.200000
1.626349, -0.599670, 1.200000
1.762725, -0.593819, 1.200000
1.880520, -0.585498, 1.200000
1.998432, -0.570644, 1.200000
2.107550, -0.561364, 1.200000
2.217309, -0.550521, 1.200000
2.334149, -0.537736, 1.200000
2.441853, -0.511995, 1.200000
2.550128, -0.495353, 1.200000
2.664696, -0.478110, 1.200000
2.775398, -0.460474, 1.200000
2.891825, -0.427419, 1.200000
2.991392, -0.368486, 1.200000
3.112869, -0.272929, 1.200000
3.206982, -0.171702, 1.200000
3.281646, -0.062984, 1.200000
3.343070, 0.063331, 1.200000
3.380781, 0.183845, 1.200000
3.402857, 0.323281, 1.200000
3.403419, 0.464952, 1.200000
3.381670, 0.612063, 1.200000
3.339840, 0.746934, 1.200000
3.277888, 0.873925, 1.200000
3.202717, 0.983797, 1.200000
3.107218, 1.086113, 1.200000
2.997210, 1.173104, 1.200000
2.876103, 1.242785, 1.200000
2.744200, 1.293048, 1.200000
2.599453, 1.325971, 1.200000
2.459158, 1.338332, 1.200000
2.317034, 1.333125, 1.200000
2.183517, 1.349379, 1.200000
2.041891, 1.365749, 1.200000
1.902778, 1.354991, 1.200000
1.766750, 1.350816, 1.200000
1.642347, 1.351542, 1.200000
1.574715, 1.351609, 1.200000
