time,x1,y1,x2,y2
1751305975.6560855,3.0982818603515625,0.954313337802887,0.9920856356620789,0.29024893045425415
1751305975.6759732,3.098294496536255,0.954306960105896,0.9920877814292908,0.2902669310569763
1751305975.6859589,3.098304033279419,0.9543265104293823,0.9920864105224609,0.2902621030807495
1751305975.706144,3.09828782081604,0.9543054103851318,0.9920905828475952,0.2902770936489105
1751305975.715907,3.0982813835144043,0.9542968273162842,0.9920847415924072,0.29025331139564514
1751305975.735921,3.098317861557007,0.954326331615448,0.9920988082885742,0.29026564955711365
1751305975.7459092,3.0982892513275146,0.9543042182922363,0.9920786619186401,0.2902645766735077
1751305975.7658844,3.0982797145843506,0.9543288350105286,0.9920895099639893,0.2902534604072571
1751305975.7759333,3.098296642303467,0.954319953918457,0.9920951128005981,0.29027798771858215
1751305975.795918,3.098282814025879,0.9543173313140869,0.9920881986618042,0.29025980830192566
1751305975.825951,3.098287582397461,0.9542996883392334,0.9920769333839417,0.2902616262435913
1751305975.8458974,3.0982730388641357,0.9543365240097046,0.9920894503593445,0.2902735471725464
1751305975.8559182,3.0983080863952637,0.9543198347091675,0.9920845031738281,0.2902563810348511
1751305975.8759086,3.098281145095825,0.9543325901031494,0.9920934438705444,0.2902924716472626
1751305975.8859603,3.0982768535614014,0.9543333053588867,0.9920802116394043,0.2902498245239258
1751305975.9058979,3.0982816219329834,0.9543392658233643,0.9920830726623535,0.2902620732784271
1751305975.9159443,3.0982789993286133,0.954303503036499,0.9921040534973145,0.2902704179286957
1751305975.9359305,3.0982718467712402,0.9543310403823853,0.9920929074287415,0.2902500033378601
1751305975.9559267,3.0982871055603027,0.9543322920799255,0.9920986890792847,0.29026997089385986
1751305975.9659412,3.09828782081604,0.9543153643608093,0.9921002984046936,0.29025110602378845
1751305975.9859216,3.0982937812805176,0.9543436765670776,0.9920857548713684,0.2902597486972809
1751305975.9959269,3.0982792377471924,0.9543263912200928,0.9921035766601562,0.2902715504169464
1751305976.015965,3.0983057022094727,0.9543432593345642,0.9920870065689087,0.2902439832687378
1751305976.0259185,3.0982913970947266,0.9543330073356628,0.9920945763587952,0.2902661859989166
1751305976.0459487,3.0983057022094727,0.9543220400810242,0.9920963644981384,0.29026004672050476
1751305976.055931,3.098302125930786,0.954329252243042,0.992087185382843,0.29026252031326294
1751305976.0759213,3.098276376724243,0.9543303847312927,0.9921039342880249,0.2902592718601227
1751305976.0959246,3.098285436630249,0.9543570280075073,0.9920847415924072,0.290261447429657
1751305976.1067913,3.098299980163574,0.9543333053588867,0.9920972585678101,0.2902572751045227
1751305976.126744,3.098283529281616,0.9543533325195312,0.9920886158943176,0.2902671694755554
1751305976.1360605,3.0982906818389893,0.9543237090110779,0.9920795559883118,0.2902540862560272
1751305976.1560352,3.0982885360717773,0.9543387293815613,0.9920998811721802,0.2902742922306061
1751305976.165995,3.0982825756073,0.9543483853340149,0.992104172706604,0.2902780771255493
1751305976.1860456,3.0982837677001953,0.9543371796607971,0.9920889139175415,0.2902598977088928
1751305976.1960266,3.098268747329712,0.9543470740318298,0.9920933246612549,0.2902834713459015
1751305976.2160842,3.0983071327209473,0.9543390274047852,0.9920781850814819,0.29026299715042114
1751305976.2359743,3.098292827606201,0.954336404800415,0.992102861404419,0.2902812659740448
1751305976.2460022,3.0982820987701416,0.9543495178222656,0.9920737147331238,0.290269136428833
1751305976.2659988,3.098299264907837,0.9543290138244629,0.9920802116394043,0.2902568280696869
1751305976.2759802,3.0982818603515625,0.9543331265449524,0.9920925498008728,0.29028886556625366
1751305976.2959268,3.09828782081604,0.9543479084968567,0.9920832514762878,0.2902643084526062
1751305976.3159046,3.0982866287231445,0.9543361067771912,0.9920697808265686,0.290269136428833
1751305976.3260002,3.0983009338378906,0.9543468356132507,0.9921020269393921,0.29026320576667786
1751305976.3459153,3.0983023643493652,0.9543281197547913,0.9920979738235474,0.2902628779411316
1751305976.3559175,3.098288059234619,0.9543332457542419,0.9920904636383057,0.2902860641479492
1751305976.3759058,3.0982840061187744,0.9543358087539673,0.9920870065689087,0.29024994373321533
1751305976.3859642,3.09830904006958,0.9543271660804749,0.9921067357063293,0.29029160737991333
1751305976.405905,3.098296880722046,0.954330563545227,0.9921053647994995,0.2902677357196808
1751305976.4259753,3.098292827606201,0.9543424248695374,0.9921076893806458,0.29027417302131653
1751305976.4359205,3.0982887744903564,0.9543405771255493,0.9921000599861145,0.2902774512767792
1751305976.455919,3.0982885360717773,0.9543391466140747,0.9921091198921204,0.29025816917419434
1751305976.465917,3.098308563232422,0.9543361067771912,0.9920926094055176,0.29027822613716125
1751305976.485902,3.0982720851898193,0.9543470144271851,0.992102324962616,0.29027992486953735
1751305976.4959326,3.0982933044433594,0.954326331615448,0.9921025633811951,0.29026612639427185
1751305976.5159225,3.0982868671417236,0.9543300867080688,0.9921141266822815,0.29028820991516113
1751305976.5359545,3.098280906677246,0.954345703125,0.99209064245224,0.2902563810348511
1751305976.545931,3.0982911586761475,0.9543150663375854,0.9921073913574219,0.29027363657951355
1751305976.5659425,3.0983080863952637,0.9543353915214539,0.9921159148216248,0.29027798771858215
1751305976.5759628,3.098283529281616,0.9543530344963074,0.9920797944068909,0.2902654707431793
1751305976.5959444,3.098299503326416,0.9543049335479736,0.9920979142189026,0.2902684807777405
1751305976.6059227,3.09830641746521,0.9543439745903015,0.992100715637207,0.2902708351612091
1751305976.625902,3.098302125930786,0.9543277621269226,0.9920778870582581,0.29026177525520325
1751305976.635918,3.0983128547668457,0.9543366432189941,0.992088258266449,0.29028424620628357
1751305976.6559246,3.098306655883789,0.9543151259422302,0.9920830726623535,0.2902587056159973
1751305976.6659129,3.098299264907837,0.954309344291687,0.99208664894104,0.29026520252227783
1751305976.6859033,3.0983102321624756,0.9543331265449524,0.9920954704284668,0.29027706384658813
1751305976.6959503,3.0983009338378906,0.9543139338493347,0.9920868277549744,0.2902541756629944
1751305976.716024,3.0982911586761475,0.9543238282203674,0.9920982122421265,0.29026085138320923
1751305976.7359414,3.09831166267395,0.9543464779853821,0.9920819997787476,0.2902609705924988
1751305976.7459383,3.0983078479766846,0.9543107748031616,0.9920951128005981,0.2902616560459137
1751305976.7659013,3.0983004570007324,0.954318106174469,0.9920775294303894,0.2902752459049225
1751305976.775993,3.0983002185821533,0.9543358087539673,0.9920692443847656,0.29025161266326904
1751305976.7959478,3.098323345184326,0.9543174505233765,0.992085874080658,0.2902767062187195
1751305976.816003,3.0983104705810547,0.9543465375900269,0.9920940399169922,0.29026150703430176
1751305976.8259482,3.0983197689056396,0.9543225765228271,0.9920910000801086,0.29025721549987793
1751305976.8459086,3.0983119010925293,0.9543446898460388,0.9920910596847534,0.29025596380233765
